,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout,param_neurons1,param_neurons2,param_nro_capas,param_regulari,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
38,1.7805842161178589,0.0812309980392456,0.01144254207611084,0.000513911247253418,0.5,256,64,3,0.0001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 64, 'nro_capas': 3, 'regulari': 0.0001}",0.477142870426178,0.4942857027053833,0.48571428656578064,0.008571416139602661,5
39,1.247672438621521,0.33505213260650635,0.009474515914916992,0.0004980564117431641,0.5,256,64,3,0.001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 64, 'nro_capas': 3, 'regulari': 0.001}",0.41428571939468384,0.39142856001853943,0.40285713970661163,0.011428579688072205,29
40,1.8903148174285889,0.3944735527038574,0.009973406791687012,0.0009976625442504883,0.5,256,128,2,0.0001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 128, 'nro_capas': 2, 'regulari': 0.0001}",0.37142857909202576,0.477142870426178,0.42428572475910187,0.05285714566707611,21
41,1.1551227569580078,0.2904195785522461,0.008481740951538086,0.0004944801330566406,0.5,256,128,2,0.001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 128, 'nro_capas': 2, 'regulari': 0.001}",0.48571428656578064,0.488571435213089,0.4871428608894348,0.0014285743236541748,4
42,2.04172146320343,0.4606438875198364,0.010449647903442383,0.0015130043029785156,0.5,256,128,3,0.0001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 128, 'nro_capas': 3, 'regulari': 0.0001}",0.3857142925262451,0.45428571105003357,0.42000000178813934,0.034285709261894226,24
43,2.693341612815857,1.1245383024215698,0.009461164474487305,0.0004773139953613281,0.5,256,128,3,0.001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 128, 'nro_capas': 3, 'regulari': 0.001}",0.41428571939468384,0.345714271068573,0.3799999952316284,0.03428572416305542,41
44,1.726074457168579,0.3552069664001465,0.009973883628845215,0.0009979009628295898,0.5,256,256,2,0.0001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 256, 'nro_capas': 2, 'regulari': 0.0001}",0.38285714387893677,0.38285714387893677,0.38285714387893677,0.0,38
45,1.566759705543518,0.09417784214019775,0.02815413475036621,0.020166635513305664,0.5,256,256,2,0.001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 256, 'nro_capas': 2, 'regulari': 0.001}",0.4571428596973419,0.49714285135269165,0.4771428555250168,0.019999995827674866,8
46,3.7164764404296875,1.3551321029663086,0.010153055191040039,0.0008175373077392578,0.5,256,256,3,0.0001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 256, 'nro_capas': 3, 'regulari': 0.0001}",0.38285714387893677,0.4342857003211975,0.40857142210006714,0.02571427822113037,27
47,3.088521957397461,0.5689184665679932,0.010471701622009277,0.0014961957931518555,0.5,256,256,3,0.001,"{'dropout': 0.5, 'neurons1': 256, 'neurons2': 256, 'nro_capas': 3, 'regulari': 0.001}",0.522857129573822,0.36571428179740906,0.44428570568561554,0.07857142388820648,14
